PredictedProbability,MoleculeId
0.77916646,1673
0.30115137,1674
0.75469667,1675
0.96652585,1676
0.2317556,1677
0.9042901,1678
0.8792948,1679
0.71803665,1680
0.9965505,1681
0.31352964,1682
0.9705499,1683
0.9743283,1684
0.949362,1685
0.709609,1686
0.98981327,1687
0.89530236,1688
0.7179184,1689
0.8887198,1690
0.9827025,1691
0.20160368,1692
0.92761695,1693
0.9999944,1694
0.7819319,1695
0.59160304,1696
0.9980478,1697
0.22101942,1698
0.08557579,1699
0.20695983,1700
0.98410875,1701
0.9998821,1702
0.20989306,1703
0.97293043,1704
0.18598218,1705
0.9843311,1706
0.9872754,1707
0.32541013,1708
0.96671426,1709
0.5133813,1710
0.7046743,1711
0.9001076,1712
0.092245825,1713
0.80297875,1714
0.2767106,1715
0.17860857,1716
0.87865895,1717
0.9649504,1718
0.9992092,1719
0.7356875,1720
0.7646706,1721
0.14129503,1722
0.9224148,1723
0.8465556,1724
0.96095264,1725
0.9999453,1726
0.9987313,1727
0.7530338,1728
0.9993998,1729
0.9778943,1730
0.99368453,1731
0.24818112,1732
0.9580332,1733
0.9356571,1734
0.80716383,1735
0.99883264,1736
0.20972863,1737
0.9675539,1738
0.9866946,1739
0.9939918,1740
0.92014736,1741
0.9993205,1742
0.68649024,1743
0.55747885,1744
0.4631586,1745
0.3591337,1746
0.11249034,1747
0.9875551,1748
0.9999269,1749
0.8140376,1750
0.9767338,1751
0.9718365,1752
0.6504717,1753
0.78264475,1754
0.29403725,1755
0.99903405,1756
0.6969489,1757
0.40843436,1758
0.97376525,1759
0.9950832,1760
0.99688244,1761
0.9863284,1762
0.032933604,1763
0.85190725,1764
0.99440366,1765
0.9666422,1766
0.9999969,1767
0.86537707,1768
0.9997869,1769
0.9174824,1770
0.8253072,1771
0.97080576,1772
0.99429154,1773
0.9741562,1774
0.70092845,1775
0.9920076,1776
0.11448451,1777
0.96322566,1778
0.47919753,1779
0.8335093,1780
0.9377988,1781
0.9215486,1782
0.5755449,1783
0.9959795,1784
0.99835575,1785
0.057927474,1786
0.9752712,1787
0.7605081,1788
0.8382824,1789
0.78362024,1790
0.815258,1791
0.9975449,1792
0.97293943,1793
0.49573246,1794
0.34544533,1795
0.9838089,1796
0.9591328,1797
0.9268992,1798
0.919792,1799
0.57436234,1800
0.9996124,1801
0.5038274,1802
0.65318084,1803
0.9505551,1804
0.97836566,1805
0.9342634,1806
0.9484589,1807
0.06917964,1808
0.76070035,1809
0.98620427,1810
0.9996026,1811
0.90849054,1812
0.9323441,1813
0.92381704,1814
0.9817269,1815
0.64540404,1816
0.9283242,1817
0.90454704,1818
0.99290705,1819
0.96087635,1820
0.48976827,1821
0.115644835,1822
0.9600971,1823
0.99908483,1824
0.96321106,1825
0.9999318,1826
0.973465,1827
0.9967867,1828
0.92614883,1829
0.99338984,1830
0.9496204,1831
0.9232734,1832
0.88733625,1833
0.9647805,1834
0.7964631,1835
0.8933354,1836
0.6608794,1837
0.3769636,1838
0.99999976,1839
0.79580504,1840
0.25906914,1841
0.94015753,1842
0.96037537,1843
0.4946812,1844
0.99683744,1845
0.23938353,1846
0.9999995,1847
0.46160087,1848
0.7759143,1849
0.99918896,1850
0.99712664,1851
0.4533554,1852
0.64600396,1853
0.99179137,1854
0.9961383,1855
0.9948034,1856
0.78325003,1857
0.377368,1858
0.7273456,1859
0.9954116,1860
0.99991906,1861
0.049350094,1862
0.93332756,1863
0.9707909,1864
0.9207707,1865
0.9992355,1866
0.9989747,1867
0.9757723,1868
0.9972138,1869
0.50422215,1870
0.9997651,1871
0.9850927,1872
0.7270178,1873
0.6283151,1874
0.41924402,1875
0.99998164,1876
0.13296746,1877
0.10839225,1878
0.803412,1879
0.99790657,1880
0.93199354,1881
0.50647116,1882
0.90731853,1883
0.60422,1884
0.9888998,1885
0.6486552,1886
0.9845915,1887
0.9815135,1888
0.9980661,1889
0.2223901,1890
0.98416334,1891
0.8873529,1892
0.70033216,1893
0.9225165,1894
0.9414804,1895
0.9979117,1896
0.95106214,1897
0.9865106,1898
0.9188626,1899
0.31875715,1900
0.9976436,1901
0.86915946,1902
0.7654914,1903
0.41069967,1904
0.11756524,1905
0.23679549,1906
0.99778694,1907
0.7012996,1908
0.9933728,1909
0.9602484,1910
0.2450635,1911
0.9674521,1912
0.15562794,1913
0.9704258,1914
0.9836267,1915
0.7447734,1916
0.35601458,1917
0.6063324,1918
0.91430974,1919
0.94294655,1920
0.99975187,1921
0.9900529,1922
0.37418386,1923
0.65165406,1924
0.9704865,1925
0.71084,1926
0.8203394,1927
0.9842233,1928
0.8747266,1929
0.43480453,1930
0.4745413,1931
0.5453203,1932
0.6431663,1933
0.9977537,1934
0.4758363,1935
0.5927732,1936
0.479288,1937
0.975199,1938
0.46011654,1939
0.93138754,1940
0.99793196,1941
0.98763424,1942
0.93929315,1943
0.8756231,1944
0.43594503,1945
0.7320095,1946
0.74035484,1947
0.32348603,1948
0.11205632,1949
0.9756202,1950
0.91317666,1951
0.11822604,1952
0.9641974,1953
0.15856764,1954
0.9282421,1955
0.8600632,1956
0.81971025,1957
0.5093457,1958
0.9687929,1959
0.99920255,1960
0.39480016,1961
0.07842386,1962
0.48077852,1963
0.9086763,1964
0.63228875,1965
0.38953552,1966
0.9992878,1967
0.71285546,1968
0.92709595,1969
0.62358356,1970
0.95463043,1971
0.98655254,1972
0.99244225,1973
0.9886025,1974
0.9952935,1975
0.9636364,1976
0.3828948,1977
0.9820531,1978
0.13311091,1979
0.9396176,1980
0.9022828,1981
0.12883179,1982
0.9927211,1983
0.10559747,1984
0.22073275,1985
0.9839447,1986
0.9250219,1987
0.9993711,1988
0.9853821,1989
0.92932326,1990
0.6600393,1991
0.99970937,1992
0.95285904,1993
0.7479072,1994
0.9971645,1995
0.99306583,1996
0.95912147,1997
0.97731894,1998
0.99508935,1999
0.9689076,2000
0.9920322,2001
0.96429205,2002
0.9512171,2003
0.98134804,2004
0.937026,2005
0.40881556,2006
0.19649547,2007
0.9947975,2008
0.30221012,2009
0.07516676,2010
0.30083078,2011
0.58413476,2012
0.716307,2013
0.997774,2014
0.8222856,2015
0.960282,2016
0.39680633,2017
0.99994993,2018
0.98458767,2019
0.98203033,2020
0.7377005,2021
0.9630474,2022
0.7354153,2023
0.6512116,2024
0.97998065,2025
0.3146927,2026
0.23611599,2027
0.6465438,2028
0.35795903,2029
0.99991345,2030
0.9911999,2031
0.9401787,2032
0.67403877,2033
0.19971772,2034
0.9116973,2035
0.998645,2036
0.4038431,2037
0.9985687,2038
0.9149778,2039
0.9689049,2040
0.97057825,2041
0.9082856,2042
0.87656426,2043
0.07467307,2044
0.44594988,2045
0.7992517,2046
0.99682885,2047
0.9975883,2048
0.066560015,2049
0.23091444,2050
0.22817919,2051
0.99996316,2052
0.9964649,2053
0.86663955,2054
0.7261176,2055
0.9992533,2056
0.9945134,2057
0.97594994,2058
0.90710074,2059
0.5600326,2060
0.8318527,2061
0.9996,2062
0.90004015,2063
0.26765376,2064
0.021066437,2065
0.9885755,2066
0.9365362,2067
0.7970051,2068
0.9983308,2069
0.98100555,2070
0.004764916,2071
0.5982215,2072
0.9990497,2073
0.9655588,2074
0.62003344,2075
0.93797505,2076
0.42432585,2077
0.9915106,2078
0.9951557,2079
0.9879134,2080
0.99255496,2081
0.7080283,2082
0.938198,2083
0.97866315,2084
0.18607691,2085
0.6075647,2086
0.10400433,2087
0.81905025,2088
0.9968732,2089
0.5851374,2090
0.5728731,2091
0.98924506,2092
0.7301054,2093
0.9967236,2094
0.94021064,2095
0.83617985,2096
0.99318486,2097
0.9392918,2098
0.9307397,2099
0.8251088,2100
0.8638796,2101
0.9226244,2102
0.9012898,2103
0.99434495,2104
0.9988782,2105
0.060641706,2106
0.9670222,2107
0.98848253,2108
0.9602534,2109
0.9470838,2110
0.85854423,2111
0.36084852,2112
0.90896165,2113
0.5421629,2114
0.43452814,2115
0.44030842,2116
0.8692302,2117
0.39785174,2118
0.48980054,2119
0.9937425,2120
0.8593312,2121
0.9677691,2122
0.95744395,2123
0.8212349,2124
0.98624414,2125
0.618259,2126
0.981461,2127
0.94137263,2128
0.9641208,2129
0.9962035,2130
0.9974988,2131
0.358617,2132
0.99665266,2133
0.98930055,2134
0.8746445,2135
0.7287156,2136
0.99793816,2137
0.97862923,2138
0.98479766,2139
0.27757457,2140
0.17801249,2141
0.98864937,2142
0.47705957,2143
0.59997725,2144
0.60159,2145
0.9826134,2146
0.99985695,2147
0.8391797,2148
0.39847982,2149
0.84391195,2150
0.6733093,2151
0.34208116,2152
0.695538,2153
0.9145061,2154
0.80209976,2155
0.13914631,2156
0.33594564,2157
0.7163016,2158
0.8945634,2159
0.9866101,2160
0.9909546,2161
0.97893035,2162
0.9397458,2163
0.9490286,2164
0.90157694,2165
0.9528795,2166
0.99351513,2167
0.446999,2168
0.10146483,2169
0.91962063,2170
0.9122429,2171
0.9397231,2172
0.41985354,2173
0.45462757,2174
0.21535832,2175
0.9712877,2176
0.3290618,2177
0.09767971,2178
0.9777915,2179
0.99793375,2180
0.9989918,2181
0.7779937,2182
0.99270356,2183
0.19509359,2184
0.8981262,2185
0.7658415,2186
0.13495345,2187
0.9738028,2188
0.7471787,2189
0.96109664,2190
0.5246714,2191
0.9596486,2192
0.8724789,2193
0.7012398,2194
0.3781409,2195
0.8683901,2196
0.9127734,2197
0.63416386,2198
0.98008597,2199
0.90757996,2200
0.9842366,2201
0.9911829,2202
0.79368776,2203
0.99648184,2204
0.29623684,2205
0.74180645,2206
0.77441925,2207
0.99921644,2208
0.51706517,2209
0.07292826,2210
0.97399026,2211
0.97950226,2212
0.9597373,2213
0.8905868,2214
0.9998472,2215
0.9927632,2216
0.9988813,2217
0.76907057,2218
0.8893204,2219
0.977514,2220
0.5082262,2221
0.8706345,2222
0.9503922,2223
0.32712287,2224
0.212069,2225
0.8639724,2226
0.7496025,2227
0.9709617,2228
0.42404804,2229
0.9981932,2230
0.9908839,2231
0.08166316,2232
0.973584,2233
0.68890965,2234
0.79449683,2235
0.45150417,2236
0.046044584,2237
0.7504524,2238
0.9924844,2239
0.5644286,2240
0.9625266,2241
0.9938632,2242
0.86080295,2243
0.994608,2244
0.99994516,2245
0.87917376,2246
0.9383532,2247
0.9993666,2248
0.9458644,2249
0.70535487,2250
0.55760527,2251
0.35889667,2252
0.86771446,2253
0.9951839,2254
0.9057509,2255
0.9862467,2256
0.14403884,2257
0.9809522,2258
0.95921254,2259
0.9698234,2260
0.9648892,2261
0.49165016,2262
0.4158543,2263
0.4042053,2264
0.9994367,2265
0.9998945,2266
0.9953259,2267
0.9992244,2268
0.21848224,2269
0.7619816,2270
0.9938988,2271
0.18271251,2272
0.9550041,2273
0.878008,2274
0.91079205,2275
0.95777243,2276
0.07590027,2277
0.8777245,2278
0.7596055,2279
0.38580552,2280
0.57635945,2281
0.6465694,2282
0.4417212,2283
0.55292714,2284
0.3763379,2285
0.87803036,2286
0.041063312,2287
0.9776829,2288
0.9212189,2289
0.865887,2290
0.9852941,2291
0.7705711,2292
0.9956346,2293
0.88876253,2294
0.99253356,2295
0.120420784,2296
0.85098463,2297
0.9094405,2298
0.7817909,2299
0.9983327,2300
0.7283291,2301
0.99997854,2302
0.96562254,2303
0.979487,2304
0.8586308,2305
0.87687415,2306
0.9349427,2307
0.82741696,2308
0.9998995,2309
0.9901612,2310
0.16013628,2311
0.9985116,2312
0.9957144,2313
0.96536684,2314
0.69284815,2315
0.83183765,2316
0.11645405,2317
0.9975153,2318
0.98326516,2319
0.6243341,2320
0.97526556,2321
0.9860531,2322
0.93678755,2323
0.99320436,2324
0.5298021,2325
0.93182987,2326
0.9847492,2327
0.9994618,2328
0.22623019,2329
0.64115226,2330
0.9085061,2331
0.61481345,2332
0.96469194,2333
0.9850176,2334
0.9495176,2335
0.99743885,2336
0.2482107,2337
0.9604825,2338
0.49184284,2339
0.96682847,2340
0.97189415,2341
0.9610275,2342
0.9665137,2343
0.5062188,2344
0.9863556,2345
0.9157639,2346
0.89801437,2347
0.9390128,2348
0.7944292,2349
0.5040718,2350
0.9997818,2351
0.21030201,2352
0.69549555,2353
0.20005555,2354
0.7518403,2355
0.72004884,2356
0.99823785,2357
0.77231824,2358
0.99900573,2359
0.5531705,2360
0.98474914,2361
0.1529145,2362
0.98967195,2363
0.12738213,2364
0.9203668,2365
0.99582916,2366
0.80430585,2367
0.92239845,2368
0.9982998,2369
0.88043493,2370
0.9833245,2371
0.999842,2372
0.8212144,2373
0.49629474,2374
0.99460596,2375
0.9907088,2376
0.5305115,2377
0.25173035,2378
0.09397707,2379
0.9837266,2380
0.46355355,2381
0.677488,2382
0.97280407,2383
0.8033137,2384
0.7531045,2385
0.85850143,2386
0.949905,2387
0.72180074,2388
0.9931965,2389
0.8149631,2390
0.98900247,2391
0.53380126,2392
0.96400183,2393
0.99113363,2394
0.32093155,2395
0.95137,2396
0.13070948,2397
0.08131111,2398
0.93009573,2399
0.9741578,2400
0.69948655,2401
0.9711921,2402
0.8652266,2403
0.98363507,2404
0.9886275,2405
0.99657214,2406
0.76894003,2407
0.97622687,2408
0.99261475,2409
0.963089,2410
0.98538256,2411
0.49258175,2412
0.99797696,2413
0.39599437,2414
0.2589559,2415
0.9513605,2416
0.99925005,2417
0.98917234,2418
0.24010038,2419
0.2927389,2420
0.2822033,2421
0.92964107,2422
0.91491175,2423
0.999933,2424
0.94492483,2425
0.95100385,2426
0.38268214,2427
0.9998316,2428
0.9150901,2429
0.9993674,2430
0.810047,2431
0.5844884,2432
0.93926936,2433
0.60278374,2434
0.40587506,2435
0.9766585,2436
0.7575647,2437
0.35348678,2438
0.9889952,2439
0.97828126,2440
0.99945587,2441
0.5059498,2442
0.27505288,2443
0.8706534,2444
0.9782171,2445
0.945867,2446
0.9606663,2447
0.14464624,2448
0.8807982,2449
0.29122826,2450
0.9247603,2451
0.5412385,2452
0.39545694,2453
0.97782546,2454
0.13455342,2455
0.29411873,2456
0.7952613,2457
0.64472073,2458
0.69983566,2459
0.9999379,2460
0.97102016,2461
0.99830407,2462
0.9996536,2463
0.99958223,2464
0.9286069,2465
0.9519284,2466
0.99665195,2467
0.3929666,2468
0.87798154,2469
0.2923706,2470
0.97746754,2471
0.93000215,2472
0.935698,2473
0.487794,2474
0.74924177,2475
0.99528176,2476
0.4516566,2477
0.3058356,2478
0.975447,2479
0.99929065,2480
0.6094366,2481
0.86646193,2482
0.17875178,2483
0.74917656,2484
0.98109883,2485
0.9997404,2486
0.2912816,2487
0.56678605,2488
0.9895292,2489
0.6595374,2490
0.9857998,2491
0.9998471,2492
0.99287534,2493
0.9970246,2494
0.9986364,2495
0.48160952,2496
0.881495,2497
0.12842222,2498
0.99346477,2499
0.9642539,2500
0.8692305,2501
